@relation combi
@attribute Id numeric
@attribute Alley {'None','Pave','Grvl'}
@attribute BedroomAbvGr numeric
@attribute BldgType string
@attribute BsmtCond {'None','Po','Fa','TA','Gd','Ex'}
@attribute BsmtExposure {'None','No','Mn','Av','Gd'}
@attribute BsmtFinSF1 numeric
@attribute BsmtFinSF2 numeric
@attribute BsmtFinType1 {'None','Unf','LwQ','Rec','BLQ','ALQ','GLQ'}
@attribute BsmtFinType2 {'None','Unf','LwQ','Rec','BLQ','ALQ','GLQ'}
@attribute BsmtFullBath numeric
@attribute BsmtHalfBath numeric
@attribute BsmtQual {'None','Po','Fa','TA','Gd','Ex'}
@attribute BsmtUnfSF numeric
@attribute CentralAir {'N','Y'}
@attribute Condition1 string
@attribute Condition2 string
@attribute Electrical string
@attribute EnclosedPorch numeric
@attribute ExterCond {'Po','Fa','TA','Gd','Ex'}
@attribute Exterior1st string
@attribute Exterior2nd string
@attribute ExterQual {'Po','Fa','TA','Gd','Ex'}
@attribute Fence {'None','MnWw','GdWo','MnPrv','GdPrv'}
@attribute FireplaceQu {'None','Po','Fa','TA','Gd','Ex'}
@attribute Fireplaces numeric
@attribute Foundation string
@attribute FullBath numeric
@attribute Functional {'Sal','Sev','Maj2','Maj1','Mod','Min2','Min1','Typ'}
@attribute GarageArea numeric
@attribute GarageCars numeric
@attribute GarageCond {'None','Po','Fa','TA','Gd','Ex'}
@attribute GarageFinish {'None','Unf','RFn','Fin'}
@attribute GarageQual {'None','Po','Fa','TA','Gd','Ex'}
@attribute GarageType string
@attribute GarageYrBlt numeric
@attribute GrLivArea numeric
@attribute HalfBath numeric
@attribute Heating string
@attribute HeatingQC {'Po','Fa','TA','Gd','Ex'}
@attribute HouseStyle string
@attribute KitchenAbvGr numeric
@attribute KitchenQual {'Po','Fa','TA','Gd','Ex'}
@attribute LandSlope {'Sev','Mod','Gtl'}
@attribute LotArea numeric
@attribute LotConfig string
@attribute LotFrontage numeric
@attribute LotShape {'IR3','IR2','IR1','Reg'}
@attribute LowQualFinSF numeric
@attribute MasVnrArea numeric
@attribute MasVnrType string
@attribute MiscFeature string
@attribute MiscVal numeric
@attribute MoSold {'1','2','3','4','5','6','7','8','9','10','11','12'}
@attribute MSSubClass {'20','30','40','45','50','60','70','75','80','85','90','120','150','160','180','190'}
@attribute MSZoning string
@attribute Neighborhood string
@attribute OpenPorchSF numeric
@attribute OverallCond {'1','2','3','4','5','6','7','8','9'}
@attribute OverallQual numeric
@attribute PavedDrive {'N','P','Y'}
@attribute PoolArea numeric
@attribute PoolQC {'None','Fa','TA','Gd','Ex'}
@attribute RoofMatl string
@attribute RoofStyle string
@attribute SaleCondition string
@attribute SaleType string
@attribute ScreenPorch numeric
@attribute Street {'Pave','Grvl'}
@attribute TotalBsmtSF numeric
@attribute TotRmsAbvGrd numeric
@attribute Utilities string
@attribute WoodDeckSF numeric
@attribute X1stFlrSF numeric
@attribute X2ndFlrSF numeric
@attribute X3SsnPorch numeric
@attribute YearBuilt numeric
@attribute YearRemodAdd numeric
@attribute YrSold {'2006','2007','2008','2009','2010'}
@attribute SalePrice numeric
@data
1803,'None',4,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'TA',780,'Y','Norm','Norm','SBrkr',0,'TA','HdBoard','HdBoard','TA','None','None',0,'CBlock',1,'Typ',483,2,'TA','Unf','TA','Attchd',1964,1806,1,'GasA','TA','2Story',1,'TA','Gtl',7570,'Corner',76,'Reg',0,420,'BrkFace','None',0,'3','60','RL','NAmes',55,'5',6,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',780,8,'AllPub',0,993,813,0,1964,1964,'2009',?
1804,'None',2,'Duplex','TA','Av',941,0,'GLQ','Unf',1,0,'Gd',0,'Y','Norm','Norm','SBrkr',0,'Gd','Plywood','Plywood','TA','None','None',0,'CBlock',1,'Typ',564,2,'TA','Unf','TA','Attchd',1978,941,0,'GasA','Gd','SFoyer',1,'Gd','Gtl',8604,'Inside',75,'IR1',0,124,'BrkFace','None',0,'11','90','RL','NAmes',40,'7',5,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',941,4,'AllPub',0,941,0,0,1978,1978,'2009',?
1805,'None',3,'1Fam','TA','No',826,0,'BLQ','Unf',1,0,'TA',219,'Y','Norm','Norm','SBrkr',0,'TA','HdBoard','HdBoard','TA','None','Fa',1,'CBlock',1,'Typ',264,1,'TA','RFn','TA','Attchd',1963,1045,0,'GasA','TA','1Story',1,'TA','Gtl',7936,'Inside',80,'Reg',0,0,'None','None',0,'4','20','RL','NAmes',0,'6',6,'Y',0,'None','CompShg','Hip','Normal','WD',0,'Pave',1045,6,'AllPub',0,1045,0,0,1963,1963,'2009',?
1806,'Grvl',3,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'TA',901,'Y','Norm','Norm','SBrkr',40,'TA','Wd Sdng','Wd Sdng','TA','None','None',0,'PConc',1,'Typ',162,1,'Fa','Unf','Fa','Detchd',1920,1378,0,'GasA','Gd','1.5Fin',1,'Gd','Gtl',4080,'Inside',68,'Reg',0,0,'None','None',0,'6','50','RM','OldTown',0,'8',6,'P',0,'None','CompShg','Gable','Normal','WD',0,'Pave',901,6,'AllPub',54,861,517,0,1935,1998,'2009',?
1807,'Grvl',4,'Duplex','TA','Mn',633,0,'LwQ','Unf',1,0,'TA',339,'N','Norm','Norm','FuseA',169,'TA','Wd Sdng','Wd Sdng','TA','None','None',0,'CBlock',2,'Typ',324,2,'TA','Unf','Fa','Detchd',1920,1944,0,'GasA','Gd','2Story',2,'TA','Gtl',10307,'Inside',57,'Reg',0,0,'None','None',0,'6','90','RM','OldTown',28,'5',6,'N',0,'None','CompShg','Gable','Normal','WD',0,'Pave',972,12,'AllPub',0,972,972,0,1910,1950,'2009',?
1808,'None',3,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'TA',240,'Y','Norm','Norm','SBrkr',0,'Gd','VinylSd','VinylSd','TA','MnPrv','None',0,'CBlock',1,'Typ',472,2,'TA','Unf','Fa','Detchd',1959,1306,1,'GasA','TA','1.5Fin',1,'Gd','Gtl',15660,'Inside',90,'Reg',0,0,'None','None',0,'7','50','RM','OldTown',0,'8',5,'N',0,'None','CompShg','Gable','Normal','WD',0,'Pave',240,6,'AllPub',0,810,496,0,1910,2003,'2009',?
1809,'None',3,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'TA',504,'Y','Norm','Norm','SBrkr',176,'TA','VinylSd','VinylSd','Gd','None','None',0,'CBlock',2,'Typ',0,0,'None','None','None','None',0,1464,0,'GasA','Ex','2Story',1,'TA','Gtl',9900,'Corner',90,'Reg',0,0,'None','None',0,'3','70','RM','OldTown',0,'8',5,'N',0,'None','CompShg','Gable','Normal','WD',0,'Pave',504,7,'AllPub',0,764,700,0,1910,2002,'2009',?
1810,'Grvl',3,'1Fam','TA','No',421,0,'ALQ','Unf',0,0,'TA',269,'Y','Norm','Norm','FuseA',0,'TA','Wd Sdng','Wd Sdng','TA','MnPrv','Gd',1,'BrkTil',1,'Typ',400,2,'TA','Unf','TA','Detchd',1939,1558,1,'GasA','TA','2Story',1,'TA','Gtl',6406,'Inside',57,'Reg',0,0,'None','None',0,'10','70','RM','OldTown',36,'6',5,'Y',0,'None','CompShg','Gable','Normal','WD',182,'Pave',690,7,'AllPub',0,868,690,0,1939,1950,'2009',?
1811,'None',4,'2fmCon','Po','No',0,0,'Unf','Unf',0,0,'Fa',600,'N','Artery','Norm','SBrkr',148,'TA','AsbShng','AsbShng','Fa','None','None',0,'BrkTil',2,'Typ',0,0,'None','None','None','None',0,1701,0,'GasA','Gd','2Story',2,'Fa','Gtl',7627,'Corner',63,'Reg',0,0,'None','None',0,'10','190','RM','OldTown',0,'6',4,'N',0,'None','CompShg','Gable','Normal','WD',0,'Pave',600,8,'AllPub',0,1101,600,0,1920,1950,'2009',?
1812,'Grvl',3,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'Fa',801,'N','Norm','Norm','SBrkr',244,'TA','MetalSd','MetalSd','TA','None','None',0,'BrkTil',1,'Typ',0,0,'None','None','None','None',0,1447,0,'GasA','Gd','1.5Fin',1,'TA','Gtl',10134,'Inside',56,'Reg',0,0,'None','None',0,'7','50','RM','OldTown',0,'5',5,'N',0,'None','CompShg','Gable','Normal','WD',0,'Pave',801,6,'AllPub',80,801,646,0,1910,1950,'2009',?
1813,'None',3,'1Fam','TA','No',384,0,'BLQ','Unf',0,0,'TA',384,'Y','Norm','Norm','FuseA',0,'Ex','Wd Sdng','Wd Sdng','TA','MnPrv','None',0,'CBlock',1,'Typ',308,1,'TA','Unf','TA','Detchd',1950,1328,1,'GasA','TA','1.5Fin',1,'TA','Gtl',6000,'Inside',50,'Reg',0,0,'None','None',0,'3','50','RM','OldTown',12,'7',5,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',768,6,'AllPub',0,768,560,0,1950,1970,'2009',?
1814,'None',2,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'Fa',861,'Y','Norm','Norm','SBrkr',128,'TA','MetalSd','MetalSd','TA','None','None',0,'BrkTil',1,'Typ',288,2,'TA','Unf','TA','Detchd',1920,861,0,'GasA','TA','1Story',1,'TA','Gtl',7404,'Corner',62,'Reg',0,0,'None','None',0,'11','30','RM','OldTown',0,'6',4,'N',0,'None','CompShg','Gable','Normal','Oth',0,'Pave',861,5,'AllPub',0,861,0,0,1920,1950,'2009',?
1815,'None',1,'1Fam','None','None',0,0,'None','None',0,0,'None',0,'N','Norm','Norm','FuseA',25,'Gd','MetalSd','MetalSd','TA','None','None',0,'BrkTil',1,'Typ',308,1,'Fa','Unf','TA','Detchd',1965,612,0,'GasA','Fa','1Story',1,'TA','Gtl',5925,'Corner',50,'Reg',0,0,'None','None',0,'10','30','RM','OldTown',0,'4',2,'N',0,'None','CompShg','Gable','Normal','WD',0,'Pave',0,4,'AllPub',0,612,0,0,1940,1950,'2009',?
1816,'None',2,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'Fa',624,'Y','Norm','Norm','SBrkr',81,'TA','Stucco','Stucco','Gd','GdWo','None',0,'PConc',1,'Typ',287,1,'TA','Unf','TA','Detchd',1963,792,0,'GasA','TA','1Story',1,'TA','Gtl',8520,'Inside',60,'Reg',0,0,'None','None',0,'2','30','RM','OldTown',0,'8',5,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',624,5,'AllPub',0,792,0,0,1923,1950,'2009',?
1817,'None',3,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'Fa',677,'Y','Norm','Norm','SBrkr',160,'Gd','VinylSd','VinylSd','Gd','None','None',0,'BrkTil',2,'Typ',720,2,'TA','Unf','TA','Detchd',1974,1510,0,'GasA','TA','2Story',1,'Gd','Gtl',9600,'Inside',60,'Reg',0,0,'None','None',0,'6','70','RM','OldTown',0,'4',4,'N',0,'None','CompShg','Gable','Normal','WD',0,'Pave',677,7,'AllPub',0,833,677,0,1910,1950,'2009',?
1818,'None',3,'1Fam','Gd','Mn',0,0,'Unf','Unf',0,0,'Fa',917,'Y','Artery','Norm','FuseA',0,'TA','Stucco','BrkFace','TA','None','None',0,'BrkTil',2,'Typ',357,1,'TA','Unf','TA','Detchd',1930,2007,0,'GasA','Gd','2Story',1,'Ex','Gtl',8400,'Corner',70,'Reg',0,0,'None','None',0,'6','70','RM','OldTown',235,'7',6,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',917,8,'AllPub',0,1090,917,0,1900,1950,'2009',?
1819,'Grvl',3,'1Fam','TA','No',0,0,'Unf','Unf',1,0,'TA',624,'Y','Norm','Norm','SBrkr',0,'TA','Stucco','Stucco','TA','None','Gd',1,'BrkTil',1,'Typ',280,1,'TA','Unf','TA','Attchd',1917,1288,0,'GasA','Ex','2Story',1,'Ex','Gtl',3600,'Inside',60,'Reg',0,0,'None','None',0,'5','70','RM','OldTown',103,'7',6,'N',0,'None','CompShg','Gable','Normal','WD',0,'Pave',624,5,'AllPub',0,664,624,0,1917,2007,'2009',?
1820,'None',2,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'TA',624,'Y','Norm','Norm','SBrkr',0,'TA','Stucco','Stucco','TA','None','Gd',1,'BrkTil',1,'Typ',0,0,'None','None','None','None',0,816,0,'GasA','Ex','1Story',1,'TA','Gtl',3300,'Inside',60,'Reg',0,0,'None','None',0,'6','30','C (all)','OldTown',33,'3',4,'N',0,'None','CompShg','Gable','Normal','WD',0,'Pave',624,5,'AllPub',0,816,0,0,1910,1950,'2009',?
1821,'None',3,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'TA',972,'Y','Norm','Norm','SBrkr',176,'TA','MetalSd','MetalSd','Fa','None','None',0,'BrkTil',1,'Typ',207,1,'TA','Unf','Fa','Detchd',1920,1480,0,'GasA','Ex','1.5Fin',1,'TA','Gtl',5400,'Inside',60,'Reg',436,0,'None','None',0,'9','50','RM','OldTown',0,'6',6,'Y',0,'None','CompShg','Gable','Family','ConLI',0,'Pave',972,6,'AllPub',0,1044,0,0,1920,1950,'2009',?
1822,'Grvl',4,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'TA',741,'Y','Norm','Norm','SBrkr',238,'TA','MetalSd','MetalSd','TA','MnPrv','None',0,'PConc',1,'Typ',640,3,'TA','Unf','TA','Detchd',1950,1521,0,'GasA','Ex','2Story',1,'Gd','Gtl',9720,'Inside',60,'Reg',0,0,'None','None',0,'9','70','RM','OldTown',0,'7',6,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',741,8,'AllPub',0,780,741,0,1910,2002,'2009',?
1823,'None',2,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'Fa',245,'N','Norm','Norm','SBrkr',94,'Fa','AsbShng','AsbShng','TA','None','None',0,'CBlock',1,'Typ',0,0,'None','None','None','None',0,797,0,'GasA','TA','1Story',1,'TA','Gtl',9392,'Corner',72,'Reg',0,0,'None','None',0,'9','30','C (all)','IDOTRR',36,'3',3,'N',0,'None','CompShg','Mansard','Abnorml','WD',0,'Pave',245,5,'AllPub',0,797,0,0,1900,1950,'2009',?
1824,'None',3,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'TA',1022,'N','Norm','Norm','FuseA',0,'TA','MetalSd','MetalSd','TA','GdWo','Gd',1,'BrkTil',1,'Typ',216,1,'TA','Unf','Fa','BuiltIn',1923,1432,0,'GasA','TA','1Story',1,'Gd','Gtl',6615,'Inside',51,'Reg',0,0,'None','None',0,'9','30','RL','BrkSide',61,'6',6,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',1022,6,'AllPub',266,1432,0,0,1923,1950,'2009',?
1825,'None',3,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'TA',297,'Y','RRAn','Norm','SBrkr',0,'TA','WdShing','Wd Shng','TA','None','Gd',1,'CBlock',2,'Typ',336,1,'TA','Unf','TA','Detchd',1955,1654,0,'GasA','Ex','1.5Fin',1,'TA','Gtl',4960,'Inside',50,'Reg',0,0,'None','None',0,'5','70','RL','BrkSide',60,'7',5,'N',0,'None','CompShg','Gable','Normal','WD',0,'Pave',297,7,'AllPub',244,1001,653,0,1930,1982,'2009',?
1826,'None',3,'1Fam','TA','No',220,0,'Rec','Unf',0,0,'TA',248,'Y','Norm','Norm','SBrkr',98,'TA','Stucco','Stucco','TA','None','None',0,'BrkTil',1,'Typ',320,1,'TA','Fin','TA','Attchd',1924,1142,0,'GasA','Gd','1.5Fin',1,'TA','Gtl',6000,'Corner',60,'Reg',0,444,'BrkFace','None',0,'6','50','RM','BrkSide',0,'5',5,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',468,6,'AllPub',0,822,320,0,1924,1950,'2009',?
1827,'None',2,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'TA',960,'Y','Norm','Norm','SBrkr',51,'TA','MetalSd','MetalSd','TA','MnPrv','None',0,'BrkTil',1,'Typ',264,1,'TA','Unf','TA','Detchd',1926,995,0,'GasA','Gd','1Story',1,'TA','Gtl',6120,'Inside',51,'Reg',0,0,'None','None',0,'3','30','RM','BrkSide',15,'6',5,'Y',0,'None','CompShg','Gable','Abnorml','WD',0,'Pave',960,5,'AllPub',0,995,0,0,1925,1999,'2009',?
1828,'None',3,'1Fam','Fa','No',273,0,'LwQ','Unf',0,0,'TA',679,'Y','Norm','Norm','FuseA',34,'TA','Wd Sdng','Wd Sdng','TA','None','Gd',1,'BrkTil',2,'Typ',250,1,'TA','Unf','Fa','Detchd',1938,1582,0,'GasA','TA','1.5Fin',1,'TA','Gtl',6120,'Inside',51,'Reg',0,0,'None','None',0,'2','50','RM','BrkSide',0,'6',5,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',952,6,'AllPub',189,994,588,150,1938,1950,'2009',?
1829,'None',2,'1Fam','TA','No',134,0,'LwQ','Unf',1,0,'TA',938,'Y','Norm','Norm','SBrkr',105,'Fa','Wd Sdng','Wd Sdng','TA','None','None',0,'BrkTil',1,'Typ',1184,5,'TA','Unf','Fa','Detchd',1982,1072,0,'GasA','TA','1Story',1,'TA','Gtl',8635,'Inside',50,'Reg',0,0,'None','None',0,'8','30','RM','BrkSide',0,'5',5,'P',0,'None','CompShg','Hip','Normal','WD',0,'Pave',1072,5,'AllPub',0,1072,0,0,1925,1950,'2009',?
1830,'Grvl',3,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'TA',1048,'Y','Norm','Norm','FuseA',150,'TA','MetalSd','MetalSd','TA','None','None',0,'PConc',2,'Typ',576,2,'Fa','Unf','Fa','Detchd',1930,1768,0,'GasA','Gd','2Story',1,'TA','Gtl',8094,'Inside',57,'Reg',0,0,'None','None',0,'6','70','RM','OldTown',0,'6',6,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',1048,8,'AllPub',0,1048,720,0,1915,1950,'2009',?
1831,'Grvl',3,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'TA',672,'Y','Norm','Norm','SBrkr',0,'Gd','Wd Sdng','Wd Sdng','TA','None','None',0,'BrkTil',2,'Min2',216,1,'TA','Unf','TA','Detchd',1915,1944,0,'GasA','Fa','2Story',1,'TA','Gtl',9928,'Inside',68,'Reg',0,0,'None','Shed',400,'6','70','RM','OldTown',28,'8',7,'N',0,'None','CompShg','Gable','Normal','WD',0,'Pave',672,8,'AllPub',24,1272,672,0,1915,1994,'2009',?
1832,'Grvl',4,'Duplex','Fa','No',0,0,'Unf','Unf',0,0,'TA',1040,'N','Norm','Norm','SBrkr',0,'TA','MetalSd','MetalSd','TA','None','None',0,'BrkTil',2,'Sev',0,0,'None','None','None','None',0,2128,0,'GasA','TA','2Story',2,'TA','Gtl',3000,'Inside',50,'Reg',0,0,'None','None',0,'9','90','RM','OldTown',56,'1',5,'Y',0,'None','CompShg','Hip','Abnorml','WD',0,'Pave',1040,11,'AllPub',0,1088,1040,0,1922,1950,'2009',?
1833,'None',4,'1Fam','Fa','No',522,0,'BLQ','Unf',1,0,'TA',198,'Y','Norm','Norm','SBrkr',213,'TA','Plywood','Plywood','TA','MnPrv','None',0,'CBlock',2,'Typ',316,1,'TA','Unf','TA','Attchd',1927,1930,0,'GasA','Fa','2Story',1,'TA','Gtl',6876,'Inside',57,'Reg',0,0,'None','None',0,'8','70','RM','IDOTRR',0,'5',6,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',720,8,'AllPub',0,1146,784,0,1927,1950,'2009',?
1834,'None',3,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'TA',483,'Y','Feedr','Norm','SBrkr',112,'TA','Wd Sdng','Wd Sdng','TA','None','None',0,'BrkTil',1,'Typ',379,1,'TA','Unf','TA','Attchd',1915,1427,0,'GasA','Ex','2Story',1,'Gd','Mod',5775,'Corner',60,'IR2',0,0,'None','None',0,'2','70','RM','OldTown',24,'7',6,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',483,7,'AllPub',0,741,686,0,1915,2002,'2009',?
1835,'None',6,'2fmCon','Fa','No',169,0,'Rec','Unf',0,0,'TA',851,'N','Feedr','Norm','FuseF',102,'Fa','MetalSd','MetalSd','TA','None','None',0,'BrkTil',2,'Typ',0,0,'None','None','None','None',0,1864,1,'GasA','TA','2.5Unf',1,'TA','Gtl',5852,'Corner',41,'IR3',0,188,'Stone','None',0,'5','190','RM','OldTown',188,'5',7,'N',0,'None','CompShg','Gable','Normal','WD',0,'Pave',1020,9,'AllPub',0,978,886,0,1902,2000,'2009',?
1836,'None',3,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'TA',1204,'Y','Norm','Norm','FuseA',148,'Fa','MetalSd','MetalSd','TA','None','None',0,'BrkTil',1,'Typ',384,1,'TA','Unf','Fa','Detchd',1927,1666,0,'GasA','TA','1.5Fin',1,'TA','Gtl',5160,'Corner',60,'Reg',0,0,'None','None',0,'8','50','RM','IDOTRR',0,'6',6,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',1204,4,'AllPub',0,1204,462,0,1927,1950,'2009',?
1837,'Grvl',1,'1Fam','Fa','Av',749,63,'BLQ','Rec',1,0,'Gd',46,'Y','Norm','Norm','SBrkr',105,'Gd','MetalSd','MetalSd','TA','None','None',0,'PConc',1,'Min2',0,0,'None','None','None','None',0,892,0,'GasA','TA','SFoyer',1,'Gd','Gtl',5160,'Inside',86,'Reg',0,0,'None','None',0,'7','85','RM','IDOTRR',0,'6',4,'N',0,'None','CompShg','Hip','Abnorml','COD',160,'Pave',858,5,'AllPub',0,892,0,0,1923,1950,'2009',?
1838,'Grvl',3,'2fmCon','TA','No',276,262,'Rec','ALQ',1,0,'TA',160,'Y','Artery','Norm','FuseF',288,'Gd','MetalSd','MetalSd','TA','None','None',0,'CBlock',1,'Typ',308,1,'TA','Unf','TA','Detchd',1915,1403,1,'GasA','Ex','2Story',1,'TA','Gtl',10320,'Inside',60,'Reg',0,0,'None','None',0,'2','190','RM','IDOTRR',0,'7',6,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',698,7,'AllPub',0,754,649,0,1915,1965,'2009',?
1839,'None',2,'1Fam','TA','No',0,0,'Unf','Unf',0,1,'Fa',560,'Y','Norm','Norm','FuseA',24,'Gd','MetalSd','MetalSd','TA','None','None',0,'CBlock',1,'Typ',220,1,'TA','Unf','TA','CarPort',1946,704,0,'GasA','Ex','1Story',1,'Fa','Gtl',4280,'Inside',50,'IR1',0,0,'None','None',0,'9','20','RL','Sawyer',0,'9',4,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',560,4,'AllPub',0,704,0,0,1946,2001,'2009',?
1840,'None',3,'Duplex','Gd','Gd',1200,0,'GLQ','Unf',3,0,'Gd',0,'Y','Norm','Norm','SBrkr',0,'Gd','Plywood','Plywood','TA','None','None',0,'CBlock',3,'Typ',0,0,'None','None','None','None',0,1200,0,'GasA','TA','1Story',1,'TA','Gtl',10800,'Inside',60,'Reg',0,0,'None','None',0,'3','90','RL','Edwards',0,'5',5,'Y',0,'None','CompShg','Gable','Alloca','WD',0,'Pave',1200,5,'AllPub',120,1200,0,0,1987,1988,'2009',?
1841,'None',2,'Duplex','Gd','Gd',1152,0,'GLQ','Unf',2,0,'Gd',0,'Y','Norm','Norm','SBrkr',0,'TA','Plywood','Plywood','TA','None','None',0,'PConc',2,'Typ',252,1,'Fa','Unf','TA','Detchd',1960,1152,0,'GasA','TA','SFoyer',2,'TA','Gtl',10547,'Inside',64.5,'IR1',0,0,'None','None',0,'7','90','RL','Edwards',0,'5',5,'N',0,'None','CompShg','Gable','Normal','WD',0,'Pave',1152,6,'AllPub',0,1152,0,0,1978,1978,'2009',?
1842,'None',4,'1Fam','TA','No',0,0,'Unf','Unf',1,0,'TA',585,'N','Norm','Norm','FuseA',0,'TA','MetalSd','MetalSd','TA','None','None',0,'PConc',2,'Typ',226,1,'Po','Unf','Po','Detchd',1934,1112,0,'GasA','TA','1.5Fin',1,'TA','Gtl',9780,'Inside',60,'Reg',0,0,'None','None',0,'3','50','RL','Edwards',0,'3',5,'N',0,'None','CompShg','Gable','Normal','WD',0,'Pave',585,6,'AllPub',0,687,425,0,1934,1950,'2009',?
1843,'None',3,'1Fam','TA','No',527,0,'BLQ','Unf',0,0,'TA',525,'Y','Norm','Norm','SBrkr',0,'TA','HdBoard','HdBoard','TA','None','Po',1,'CBlock',1,'Typ',668,1,'TA','Fin','TA','Attchd',1984,1052,1,'GasA','TA','1Story',1,'TA','Gtl',11625,'Inside',75,'Reg',0,172,'BrkFace','None',0,'4','20','RL','Sawyer',215,'6',5,'Y',0,'None','CompShg','Hip','Abnorml','WD',0,'Pave',1052,6,'AllPub',0,1052,0,0,1967,1967,'2009',?
1844,'None',3,'1Fam','TA','Gd',456,0,'GLQ','Unf',0,1,'Gd',0,'Y','Norm','Norm','SBrkr',0,'TA','Plywood','HdBoard','TA','None','Fa',1,'CBlock',1,'Typ',504,2,'TA','Fin','TA','Basment',1978,1034,0,'GasA','TA','SFoyer',1,'TA','Gtl',8014,'CulDSac',72,'IR1',0,23,'BrkFace','None',0,'6','85','RL','Sawyer',0,'5',6,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',456,5,'AllPub',0,1034,0,0,1978,1978,'2009',?
1845,'None',4,'1Fam','Gd','No',0,0,'Unf','Unf',0,0,'TA',552,'Y','Norm','Norm','SBrkr',0,'TA','HdBoard','HdBoard','TA','None','TA',1,'CBlock',2,'Typ',384,1,'TA','Unf','TA','Attchd',1961,1774,0,'GasA','TA','SLvl',1,'TA','Gtl',15400,'Inside',88,'Reg',259,0,'None','None',0,'7','80','RL','Sawyer',40,'5',5,'Y',0,'None','CompShg','Hip','Normal','WD',0,'Pave',552,8,'AllPub',290,904,611,0,1961,1961,'2009',?
1846,'None',3,'1Fam','TA','Av',588,0,'BLQ','Unf',0,1,'TA',550,'Y','Norm','Norm','SBrkr',0,'TA','Wd Sdng','Wd Sdng','TA','MnPrv','TA',1,'CBlock',1,'Typ',480,2,'TA','RFn','TA','Attchd',1960,1138,0,'GasA','Ex','SLvl',1,'TA','Gtl',15312,'Inside',88,'Reg',0,54,'BrkFace','None',0,'3','80','RL','Sawyer',0,'5',6,'Y',0,'None','CompShg','Hip','Normal','COD',140,'Pave',1138,6,'AllPub',0,1138,0,0,1960,1960,'2009',?
1847,'None',4,'1Fam','TA','Mn',0,0,'Unf','Unf',0,1,'TA',825,'Y','Norm','Norm','SBrkr',0,'TA','Wd Sdng','Wd Sdng','TA','None','TA',1,'CBlock',1,'Typ',336,1,'TA','Unf','TA','Attchd',1956,2071,1,'GasA','Ex','SLvl',1,'TA','Gtl',15584,'Inside',80.5,'Reg',0,366,'BrkFace','None',0,'10','80','RL','ClearCr',28,'5',5,'Y',0,'None','CompShg','Hip','Normal','WD',0,'Pave',825,9,'AllPub',131,2071,0,0,1956,1956,'2009',?
1848,'None',2,'1Fam','None','None',0,0,'None','None',0,0,'None',0,'N','Norm','Norm','SBrkr',100,'TA','Wd Sdng','Wd Sdng','TA','None','None',0,'Slab',1,'Min2',0,0,'None','None','None','None',0,660,0,'GasA','Fa','1Story',1,'Fa','Gtl',9000,'Corner',72,'Reg',0,0,'None','None',0,'6','20','RL','Sawyer',0,'2',2,'N',0,'None','CompShg','Gable','Normal','WD',0,'Pave',0,5,'AllPub',0,660,0,0,1947,1950,'2009',?
